"fecha","n","n.value","nraw","t","logn","log_nraw","year","epiweek","month","normalized_year"
"2020-05-24",844.190476190476,1404,1404,1912,6.739562017564923,7.247792581767846,2020,22,5,5
"2020-05-31",955,1622,1622,1919,6.862757913051401,7.392031567514591,2020,23,5,5
"2020-06-07",1095.8095238095236,1942,1942,1926,7.000160811479482,7.57198844937744,2020,24,6,5
"2020-06-14",1259.9523809523807,2023,2023,1933,7.1396225723275215,7.6128310304073565,2020,25,6,5
"2020-06-21",1435.6190476190477,2001,2001,1940,7.270047748371575,7.601901959875166,2020,26,6,5
"2020-06-28",1600.857142857143,2028,2028,1947,7.378918949405567,7.615298339825815,2020,27,6,5
"2020-07-05",1747.3809523809523,2181,2181,1954,7.466445468615558,7.687997166393016,2020,28,7,5
"2020-07-12",1883.190476190476,2308,2308,1961,7.541253552037775,7.744569809354496,2020,29,7,5
"2020-07-19",1996.7619047619048,2143,2143,1968,7.5997827853217395,7.670428522190693,2020,30,7,5
"2020-07-26",2069.3809523809523,2042,2042,1975,7.635487904293702,7.622174594817622,2020,31,7,5
"2020-08-02",2108.047619047619,2214,2214,1982,7.653991759193821,7.703007682479236,2020,32,8,5
"2020-08-09",2147.3333333333335,2535,2535,1989,7.672447626705178,7.8383433155571165,2020,33,8,5
"2020-08-16",2220.8571428571427,2847,2847,1996,7.706098675989247,7.954372272531867,2020,34,8,5
"2020-08-23",2329.428571428571,3108,3108,2003,7.753807465880989,8.042056410058754,2020,35,8,5
"2020-08-30",2470.238095238095,3519,3519,2010,7.812474557169468,8.166216268592143,2020,36,8,5
"2020-09-06",2651.904761904762,3820,3820,2017,7.883410455229063,8.2482674474469,2020,37,9,5
"2020-09-13",2879.9523809523803,3943,3943,2024,7.965876206295509,8.279950715722526,2020,38,9,5
"2020-09-20",3177.3809523809523,4882,4882,2031,8.06412721164986,8.49351506406166,2020,39,9,5
"2020-09-27",3537,5518,5518,2038,8.17131687471973,8.615951963439501,2020,40,9,5
"2020-10-04",3953.95238095238,5952,5952,2045,8.282723839914954,8.69165057315339,2020,41,10,5
"2020-10-11",4385.095238095238,6074,6074,2052,8.386194642854086,8.711937268208748,2020,42,10,5
"2020-10-18",4810.952380952381,6391,6391,2059,8.478858181150422,8.76280248744611,2020,43,10,5
"2020-10-25",5163.761904761905,5391,5391,2066,8.549614282671628,8.592671652592143,2020,44,10,5
"2020-11-01",5403.523809523809,4535,4535,2073,8.59499162434638,8.419800845407588,2020,45,11,5
"2020-11-08",5426.809523809524,3208,3208,2080,8.59929092892591,8.073714641109857,2020,46,11,5
"2020-11-15",5272.761904761905,3365,3365,2087,8.570499220797823,8.121480374750751,2020,47,11,5
"2020-11-22",4937.095238095238,2730,2730,2094,8.504734956494195,7.912423121473705,2020,48,11,5
"2020-11-29",4484.190476190476,1938,1938,2101,8.408536243198775,7.569927655242652,2020,49,11,5
"2020-12-06",3892,1313,1313,2108,8.266935347610456,7.1808311990445555,2020,50,12,5
"2020-12-13",3235.2857142857138,814,814,2115,8.082181566705346,6.703188113240863,2020,51,12,5
"2020-12-20",2576.6190476190473,358,358,2122,7.8546214020676,5.883322388488279,2020,52,12,5
"2020-12-27",2014.47619047619,157,157,2129,7.608610769277913,5.062595033026967,2020,53,12,5
"2021-01-03",1534.47619047619,513,513,2136,7.336595833721055,6.2422232654551655,2021,1,1,6
"2021-01-10",1140.9047619047617,368,368,2143,7.040452990858082,5.910796644040527,2021,2,1,6
"2021-01-17",819.1904761904761,396,396,2150,6.709536601320776,5.983936280687191,2021,3,1,6
"2021-01-24",584.3809523809522,286,286,2157,6.372262835943918,5.659482215759621,2021,4,1,6
"2021-01-31",437.14285714285705,291,291,2164,6.082545015058938,5.676753802268282,2021,5,1,6
"2021-02-07",359.0952380952379,269,269,2171,5.8863685467274545,5.598421958998375,2021,6,2,6
"2021-02-14",334.9523809523808,262,262,2178,5.816969426563491,5.572154032177765,2021,7,2,6
"2021-02-21",324.6666666666665,281,281,2185,5.785874363374672,5.641907070938114,2021,8,2,6
"2021-02-28",317.38095238095224,342,342,2192,5.76324862925662,5.8377304471659395,2021,9,2,6
"2021-03-07",298.52380952380935,258,258,2199,5.7021939119710625,5.556828061699537,2021,10,3,6
"2021-03-14",293.52380952380935,345,345,2206,5.6853598471031646,5.846438775057725,2021,11,3,6
"2021-03-21",290.3333333333332,303,303,2213,5.674468086987425,5.717027701406222,2021,12,3,6
"2021-03-28",292.4285714285713,242,242,2220,5.68163424143319,5.493061443340548,2021,13,3,6
"2021-04-04",297.52380952380935,384,384,2227,5.698849693550545,5.953243334287785,2021,14,4,6
"2021-04-11",307.3333333333332,392,392,2234,5.731181448844315,5.973809611869261,2021,15,4,6
"2021-04-18",320.6666666666665,389,389,2241,5.773515812670876,5.966146739123692,2021,16,4,6
"2021-04-25",334.4761904761903,390,390,2248,5.815550986609357,5.968707559985366,2021,17,4,6
"2021-05-02",345.2380952380951,392,392,2255,5.847126674926633,5.973809611869261,2021,18,5,6
"2021-05-09",363.38095238095224,505,505,2262,5.89819989283672,6.226536669287466,2021,19,5,6
"2021-05-16",392.6190476190474,607,607,2269,5.9753835573482545,6.410174881966167,2021,20,5,6
"2021-05-23",433.99999999999983,686,686,2276,6.075346031088683,6.532334292222349,2021,21,5,6
